Site_Number,Sampling_Area,Notes,Cover_Type,Cover_Class_Name,Cover_Percent
1051,ALMO: Spring Creek,"Species/FT cover less than PV cover, boosted other forb by 5% after reviewing plot photo.",Live Vegetation - Named Species,Rosaceae-Rosa woodsii,10
1051,ALMO: Spring Creek,"Species/FT cover less than PV cover, boosted other forb by 5% after reviewing plot photo.",Live Vegetation - Other Species,Other Forb ,10
1051,ALMO: Spring Creek,"Species/FT cover less than PV cover, boosted other forb by 5% after reviewing plot photo.",Other Cover Types,Nonvegetated Dirt ,10
1051,ALMO: Spring Creek,"Species/FT cover less than PV cover, boosted other forb by 5% after reviewing plot photo.",Other Cover Types,Non-Photosynthetic Vegetation,55
1052,ALMO: Spring Creek,NA,Live Vegetation - Named Species,Polygonaceae-Eriogonum umbellatum,25
1052,ALMO: Spring Creek,NA,Live Vegetation - Named Species,Rosaceae-Rosa woodsii,10
1052,ALMO: Spring Creek,NA,Live Vegetation - Other Species,Other Forb ,5
1052,ALMO: Spring Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1052,ALMO: Spring Creek,NA,Other Cover Types,Nonvegetated Dirt ,40
1052,ALMO: Spring Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,15
1053,ALMO: Spring Creek,NA,Live Vegetation - Named Species,Asteraceae-Ericameria nauseosa,35
1053,ALMO: Spring Creek,NA,Live Vegetation - Other Species,Other Forb ,5
1053,ALMO: Spring Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1053,ALMO: Spring Creek,NA,Other Cover Types,Nonvegetated Dirt ,5
1053,ALMO: Spring Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,50
1054,ALMO: Spring Creek,Pacneo covered 15% but most was npv flowers,Live Vegetation - Named Species,Berberidaceae-Mahonia repens,10
1054,ALMO: Spring Creek,Pacneo covered 15% but most was npv flowers,Live Vegetation - Other Species,Other Forb ,5
1054,ALMO: Spring Creek,Pacneo covered 15% but most was npv flowers,Live Vegetation - Other Species,Other Deciduous Shrub ,5
1054,ALMO: Spring Creek,Pacneo covered 15% but most was npv flowers,Other Cover Types,Nonvegetated Dirt ,55
1054,ALMO: Spring Creek,Pacneo covered 15% but most was npv flowers,Other Cover Types,Non-Photosynthetic Vegetation,25
1055,ALMO: Spring Creek,NA,Live Vegetation - Named Species,Ericaceae-Arctostaphylos uva-ursi,55
1055,ALMO: Spring Creek,NA,Live Vegetation - Other Species,Other Forb ,5
1055,ALMO: Spring Creek,NA,Other Cover Types,Nonvegetated Dirt ,25
1055,ALMO: Spring Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,15
1056,ALMO: Spring Creek,NA,Live Vegetation - Named Species,Rosaceae-Purshia tridentata,65
1056,ALMO: Spring Creek,NA,Live Vegetation - Other Species,Other Forb ,10
1056,ALMO: Spring Creek,NA,Other Cover Types,Nonvegetated Dirt ,15
1056,ALMO: Spring Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1057,ALMO: Spring Creek,Voucher ID: 9032,Live Vegetation - Named Species,Rosaceae-Geum aleppicum,30
1057,ALMO: Spring Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1057,ALMO: Spring Creek,NA,Other Cover Types,Nonvegetated Dirt ,55
1057,ALMO: Spring Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1058,ALMO: Spring Creek,Erigeron speceosus boosted from 1% to 10% after reviewing cover table photo.,Live Vegetation - Named Species,Rosaceae-Purshia tridentata,15
1058,ALMO: Spring Creek,Erigeron speceosus boosted from 1% to 10% after reviewing cover table photo.,Live Vegetation - Named Species,Asteraceae-Erigeron speciosus,10
1058,ALMO: Spring Creek,Erigeron speceosus boosted from 1% to 10% after reviewing cover table photo.,Live Vegetation - Other Species,Other Forb ,5
1058,ALMO: Spring Creek,Erigeron speceosus boosted from 1% to 10% after reviewing cover table photo.,Live Vegetation - Other Species,Other Graminoid ,10
1058,ALMO: Spring Creek,Erigeron speceosus boosted from 1% to 10% after reviewing cover table photo.,Other Cover Types,Nonvegetated Dirt ,50
1058,ALMO: Spring Creek,Erigeron speceosus boosted from 1% to 10% after reviewing cover table photo.,Other Cover Types,Non-Photosynthetic Vegetation,10
1059,ALMO: Spring Creek,"Purshia tridentata cover originally missing, filled with 10% from diff between PV and species/FT cover.",Live Vegetation - Named Species,Asteraceae-Ericameria nauseosa,10
1059,ALMO: Spring Creek,"Purshia tridentata cover originally missing, filled with 10% from diff between PV and species/FT cover.",Live Vegetation - Named Species,Rosaceae-Purshia tridentata,10
1059,ALMO: Spring Creek,"Purshia tridentata cover originally missing, filled with 10% from diff between PV and species/FT cover.",Live Vegetation - Other Species,Other Forb ,5
1059,ALMO: Spring Creek,"Purshia tridentata cover originally missing, filled with 10% from diff between PV and species/FT cover.",Other Cover Types,Nonvegetated Dirt ,15
1059,ALMO: Spring Creek,"Purshia tridentata cover originally missing, filled with 10% from diff between PV and species/FT cover.",Other Cover Types,Nonvegetated Rock,10
1059,ALMO: Spring Creek,"Purshia tridentata cover originally missing, filled with 10% from diff between PV and species/FT cover.",Other Cover Types,Non-Photosynthetic Vegetation,50
1060,ALMO: Spring Creek,NA,Live Vegetation - Named Species,Berberidaceae-Mahonia repens,30
1060,ALMO: Spring Creek,Voucher ID: 9031,Live Vegetation - Named Species,Poaceae-Unknown sp.,10
1060,ALMO: Spring Creek,NA,Live Vegetation - Other Species,Other Forb ,5
1060,ALMO: Spring Creek,NA,Other Cover Types,Nonvegetated Rock,45
1060,ALMO: Spring Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1061,ALMO: Spring Creek,"initially summed to 105%, reduced dirt by 5% after reviewing photo.",Live Vegetation - Named Species,Ericaceae-Arctostaphylos uva-ursi,25
1061,ALMO: Spring Creek,Voucher ID: 9016,Live Vegetation - Named Species,Asteraceae-Solidago velutina,10
1061,ALMO: Spring Creek,"initially summed to 105%, reduced dirt by 5% after reviewing photo.",Live Vegetation - Other Species,Other Forb ,5
1061,ALMO: Spring Creek,"initially summed to 105%, reduced dirt by 5% after reviewing photo.",Other Cover Types,Nonvegetated Dirt ,45
1061,ALMO: Spring Creek,"initially summed to 105%, reduced dirt by 5% after reviewing photo.",Other Cover Types,Non-Photosynthetic Vegetation,15
1062,ALMO: Spring Creek,NA,Live Vegetation - Named Species,Ericaceae-Arctostaphylos uva-ursi,55
1062,ALMO: Spring Creek,NA,Live Vegetation - Other Species,Other Forb ,5
1062,ALMO: Spring Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1062,ALMO: Spring Creek,NA,Other Cover Types,Nonvegetated Dirt ,25
1062,ALMO: Spring Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1063,ALMO: Spring Creek,"Species/FT cover initially less than PV cover, added missing 5% shrub cover after reviewing cover table photo.",Live Vegetation - Named Species,Asteraceae-Artemisia frigida,10
1063,ALMO: Spring Creek,"Species/FT cover initially less than PV cover, added missing 5% shrub cover after reviewing cover table photo.",Live Vegetation - Named Species,Berberidaceae-Mahonia repens,20
1063,ALMO: Spring Creek,"Species/FT cover initially less than PV cover, added missing 5% shrub cover after reviewing cover table photo.",Live Vegetation - Other Species,Other Deciduous Shrub ,5
1063,ALMO: Spring Creek,"Species/FT cover initially less than PV cover, added missing 5% shrub cover after reviewing cover table photo.",Other Cover Types,Nonvegetated Dirt ,45
1063,ALMO: Spring Creek,"Species/FT cover initially less than PV cover, added missing 5% shrub cover after reviewing cover table photo.",Other Cover Types,Non-Photosynthetic Vegetation,20
1064,ALMO: Spring Creek,"low-NDVI outlier, likely due to high ARTTRI cover and postion at edge of vegetation patch. Reduced PV cover by 15% after reviewing photo.",Live Vegetation - Named Species,Asteraceae-Artemisia tridentata,75
1064,ALMO: Spring Creek,"low-NDVI outlier, likely due to high ARTTRI cover and postion at edge of vegetation patch. Reduced PV cover by 15% after reviewing photo.",Other Cover Types,Nonvegetated Dirt ,10
1064,ALMO: Spring Creek,"low-NDVI outlier, likely due to high ARTTRI cover and postion at edge of vegetation patch. Reduced PV cover by 15% after reviewing photo.",Other Cover Types,Non-Photosynthetic Vegetation,15
1065,ALMO: Spring Creek,NA,Live Vegetation - Named Species,Asteraceae-Erigeron speciosus,20
1065,ALMO: Spring Creek,NA,Live Vegetation - Other Species,Other Forb ,5
1065,ALMO: Spring Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1065,ALMO: Spring Creek,NA,Other Cover Types,Nonvegetated Dirt ,55
1065,ALMO: Spring Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,15
1066,ALMO: Spring Creek,NA,Live Vegetation - Named Species,Berberidaceae-Mahonia repens,25
1066,ALMO: Spring Creek,NA,Live Vegetation - Named Species,Rosaceae-Purshia tridentata,15
1066,ALMO: Spring Creek,NA,Live Vegetation - Other Species,Other Deciduous Shrub ,5
1066,ALMO: Spring Creek,NA,Other Cover Types,Nonvegetated Dirt ,45
1066,ALMO: Spring Creek,NA,Other Cover Types,Nonvegetated Rock,5
1066,ALMO: Spring Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1067,ALMO: Spring Creek,NA,Live Vegetation - Named Species,Rosaceae-Purshia tridentata,60
1067,ALMO: Spring Creek,NA,Live Vegetation - Other Species,Other Forb ,5
1067,ALMO: Spring Creek,NA,Other Cover Types,Nonvegetated Dirt ,5
1067,ALMO: Spring Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,30
1068,ALMO: Spring Creek,"Cover initially summed to 90%, boosted dirt cover by 10% after reviewing photo.",Live Vegetation - Named Species,Asteraceae-Artemisia frigida,20
1068,ALMO: Spring Creek,"Cover initially summed to 90%, boosted dirt cover by 10% after reviewing photo.",Live Vegetation - Named Species,Asteraceae-Ericameria nauseosa,25
1068,ALMO: Spring Creek,"Cover initially summed to 90%, boosted dirt cover by 10% after reviewing photo.",Other Cover Types,Nonvegetated Dirt ,30
1068,ALMO: Spring Creek,"Cover initially summed to 90%, boosted dirt cover by 10% after reviewing photo.",Other Cover Types,Non-Photosynthetic Vegetation,25
1069,ALMO: Spring Creek,NA,Live Vegetation - Named Species,Asteraceae-Ericameria nauseosa,55
1069,ALMO: Spring Creek,NA,Live Vegetation - Other Species,Other Deciduous Shrub ,10
1069,ALMO: Spring Creek,NA,Live Vegetation - Other Species,Other Graminoid ,5
1069,ALMO: Spring Creek,NA,Other Cover Types,Nonvegetated Dirt ,5
1069,ALMO: Spring Creek,NA,Other Cover Types,Nonvegetated Rock,5
1069,ALMO: Spring Creek,NA,Other Cover Types,Non-Photosynthetic Vegetation,20
1070,ALMO: Spring Creek,"initally summed to 95%, boosted photosynthetic cover by 5% after reviewing photo.",Live Vegetation - Named Species,Ericaceae-Arctostaphylos uva-ursi,50
1070,ALMO: Spring Creek,"initally summed to 95%, boosted photosynthetic cover by 5% after reviewing photo.",Live Vegetation - Other Species,Other Forb ,25
1070,ALMO: Spring Creek,"initally summed to 95%, boosted photosynthetic cover by 5% after reviewing photo.",Other Cover Types,Non-Photosynthetic Vegetation,25
1071,ALMO: One Mile Upper,"High-NDVI outlier, boosted PV cover by 20% after reviewing photo.",Live Vegetation - Other Species,Other Forb ,35
1071,ALMO: One Mile Upper,"High-NDVI outlier, boosted PV cover by 20% after reviewing photo.",Live Vegetation - Other Species,Other Graminoid ,20
1071,ALMO: One Mile Upper,"High-NDVI outlier, boosted PV cover by 20% after reviewing photo.",Other Cover Types,Nonvegetated Dirt ,15
1071,ALMO: One Mile Upper,"High-NDVI outlier, boosted PV cover by 20% after reviewing photo.",Other Cover Types,Non-Photosynthetic Vegetation,30
1072,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Asteraceae-Wyethia amplexicaulis,25
1072,ALMO: One Mile Upper,Voucher ID: 9015,Live Vegetation - Named Species,Poaceae-Festuca saximontana,20
1072,ALMO: One Mile Upper,NA,Live Vegetation - Other Species,Other Forb ,30
1072,ALMO: One Mile Upper,NA,Live Vegetation - Other Species,Other Graminoid ,10
1072,ALMO: One Mile Upper,NA,Other Cover Types,Nonvegetated Dirt ,5
1072,ALMO: One Mile Upper,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1073,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Asteraceae-Wyethia amplexicaulis,10
1073,ALMO: One Mile Upper,Voucher ID: 9015,Live Vegetation - Named Species,Poaceae-Festuca saximontana,10
1073,ALMO: One Mile Upper,NA,Live Vegetation - Other Species,Other Forb ,10
1073,ALMO: One Mile Upper,NA,Other Cover Types,Nonvegetated Dirt ,50
1073,ALMO: One Mile Upper,NA,Other Cover Types,Non-Photosynthetic Vegetation,20
1074,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Poaceae-Festuca thurberi,25
1074,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Asteraceae-Artemisia tridentata,15
1074,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Asteraceae-Erigeron speciosus,15
1074,ALMO: One Mile Upper,NA,Live Vegetation - Other Species,Other Forb ,25
1074,ALMO: One Mile Upper,NA,Other Cover Types,Non-Photosynthetic Vegetation,20
1075,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Asteraceae-Artemisia tridentata,10
1075,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Polygonaceae-Eriogonum umbellatum,20
1075,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Fabaceae-Lathyrus lanszwertii,10
1075,ALMO: One Mile Upper,Voucher ID: 9015,Live Vegetation - Named Species,Poaceae-Festuca saximontana,15
1075,ALMO: One Mile Upper,NA,Other Cover Types,Nonvegetated Dirt ,5
1075,ALMO: One Mile Upper,NA,Other Cover Types,Non-Photosynthetic Vegetation,40
1076,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Polygonaceae-Eriogonum umbellatum,10
1076,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Asteraceae-Artemisia tridentata,20
1076,ALMO: One Mile Upper,NA,Live Vegetation - Other Species,Other Forb ,10
1076,ALMO: One Mile Upper,NA,Live Vegetation - Other Species,Other Graminoid ,5
1076,ALMO: One Mile Upper,NA,Other Cover Types,Nonvegetated Dirt ,40
1076,ALMO: One Mile Upper,NA,Other Cover Types,Non-Photosynthetic Vegetation,15
1077,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Poaceae-Festuca thurberi,20
1077,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Asteraceae-Artemisia tridentata,30
1077,ALMO: One Mile Upper,NA,Live Vegetation - Other Species,Other Forb ,15
1077,ALMO: One Mile Upper,NA,Live Vegetation - Other Species,Other Graminoid ,5
1077,ALMO: One Mile Upper,NA,Other Cover Types,Non-Photosynthetic Vegetation,30
1078,ALMO: One Mile Upper,Voucher ID: 9015,Live Vegetation - Named Species,Poaceae-Festuca saximontana,30
1078,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Asteraceae-Artemisia tridentata,10
1078,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Poaceae-Poa pratensis,15
1078,ALMO: One Mile Upper,NA,Live Vegetation - Other Species,Other Forb ,10
1078,ALMO: One Mile Upper,NA,Live Vegetation - Other Species,Other Graminoid ,20
1078,ALMO: One Mile Upper,NA,Other Cover Types,Nonvegetated Dirt ,5
1078,ALMO: One Mile Upper,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1079,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Fabaceae-Lathyrus lanszwertii,15
1079,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Poaceae-Poa pratensis,15
1079,ALMO: One Mile Upper,NA,Live Vegetation - Other Species,Other Forb ,25
1079,ALMO: One Mile Upper,NA,Other Cover Types,Nonvegetated Dirt ,10
1079,ALMO: One Mile Upper,NA,Other Cover Types,Non-Photosynthetic Vegetation,35
1080,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Poaceae-Poa pratensis,45
1080,ALMO: One Mile Upper,NA,Live Vegetation - Other Species,Other Forb ,30
1080,ALMO: One Mile Upper,NA,Live Vegetation - Other Species,Other Graminoid ,10
1080,ALMO: One Mile Upper,NA,Other Cover Types,Nonvegetated Dirt ,5
1080,ALMO: One Mile Upper,NA,Other Cover Types,Non-Photosynthetic Vegetation,10
1081,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Asteraceae-Artemisia tridentata,10
1081,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Asteraceae-Taraxacum officinale,10
1081,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Fabaceae-Lathyrus lanszwertii,10
1081,ALMO: One Mile Upper,NA,Live Vegetation - Other Species,Other Forb ,5
1081,ALMO: One Mile Upper,NA,Live Vegetation - Other Species,Other Graminoid ,5
1081,ALMO: One Mile Upper,NA,Other Cover Types,Nonvegetated Dirt ,55
1081,ALMO: One Mile Upper,NA,Other Cover Types,Non-Photosynthetic Vegetation,5
1082,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Asteraceae-Agoseris glauca,10
1082,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Poaceae-Festuca thurberi,15
1082,ALMO: One Mile Upper,NA,Live Vegetation - Named Species,Fabaceae-Lathyrus lanszwertii,10
1082,ALMO: One Mile Upper,Voucher ID: 9015,Live Vegetation - Named Species,Poaceae-Festuca saximontana,10
1082,ALMO: One Mile Upper,NA,Live Vegetation - Other Species,Other Forb ,10
1082,ALMO: One Mile Upper,NA,Live Vegetation - Other Species,Other Graminoid ,20
1082,ALMO: One Mile Upper,NA,Other Cover Types,Non-Photosynthetic Vegetation,25
